Frequency (Hz)	Bat_Species
62408.986325973645	Common Pipistrelle (Pipistrellus pipistrellus)
58037.455265166325	Common Pipistrelle (Pipistrellus pipistrellus)
52425.44411073529	Common Pipistrelle (Pipistrellus pipistrellus)
63698.51186425549	Common Pipistrelle (Pipistrellus pipistrellus)
62173.35080974123	Common Pipistrelle (Pipistrellus pipistrellus)
66443.1114488182	Common Pipistrelle (Pipistrellus pipistrellus)
62344.80069021358	Common Pipistrelle (Pipistrellus pipistrellus)
55617.53167431145	Common Pipistrelle (Pipistrellus pipistrellus)
64446.124774120675	Common Pipistrelle (Pipistrellus pipistrellus)
65439.26257570058	Common Pipistrelle (Pipistrellus pipistrellus)
45314.24883418132	Common Pipistrelle (Pipistrellus pipistrellus)
49219.78685883035	Common Pipistrelle (Pipistrellus pipistrellus)
65539.55645991921	Common Pipistrelle (Pipistrellus pipistrellus)
56064.892342249805	Common Pipistrelle (Pipistrellus pipistrellus)
62638.73249871904	Common Pipistrelle (Pipistrellus pipistrellus)
68880.36918533672	Common Pipistrelle (Pipistrellus pipistrellus)
57729.67223445121	Common Pipistrelle (Pipistrellus pipistrellus)
47455.26838434963	Common Pipistrelle (Pipistrellus pipistrellus)
62438.68568201697	Common Pipistrelle (Pipistrellus pipistrellus)
47929.1996228619	Common Pipistrelle (Pipistrellus pipistrellus)
57862.33105126497	Common Pipistrelle (Pipistrellus pipistrellus)
49309.3883361902	Common Pipistrelle (Pipistrellus pipistrellus)
57238.82027491788	Common Pipistrelle (Pipistrellus pipistrellus)
56533.181204421155	Common Pipistrelle (Pipistrellus pipistrellus)
48760.653621151694	Common Pipistrelle (Pipistrellus pipistrellus)
63676.7774758991	Common Pipistrelle (Pipistrellus pipistrellus)
64611.11235137311	Common Pipistrelle (Pipistrellus pipistrellus)
57845.675139902465	Common Pipistrelle (Pipistrellus pipistrellus)
53923.666766573675	Common Pipistrelle (Pipistrellus pipistrellus)
65476.652669095616	Common Pipistrelle (Pipistrellus pipistrellus)
46198.346102412426	Common Pipistrelle (Pipistrellus pipistrellus)
58264.23189119141	Common Pipistrelle (Pipistrellus pipistrellus)
51455.88006776371	Common Pipistrelle (Pipistrellus pipistrellus)
63014.19615904515	Common Pipistrelle (Pipistrellus pipistrellus)
48329.80074129556	Common Pipistrelle (Pipistrellus pipistrellus)
50772.251067582176	Common Pipistrelle (Pipistrellus pipistrellus)
52128.07943452706	Common Pipistrelle (Pipistrellus pipistrellus)
34012.094253852294	Spotted Bat (Euderma maculatum)
35329.90840783332	Spotted Bat (Euderma maculatum)
46723.34940341957	Spotted Bat (Euderma maculatum)
17613.830660294316	Spotted Bat (Euderma maculatum)
42222.03888983439	Spotted Bat (Euderma maculatum)
39374.96197924759	Spotted Bat (Euderma maculatum)
45134.48274363979	Spotted Bat (Euderma maculatum)
18416.529673963778	Spotted Bat (Euderma maculatum)
35841.214341610306	Spotted Bat (Euderma maculatum)
44487.09720816479	Spotted Bat (Euderma maculatum)
39612.87031030902	Spotted Bat (Euderma maculatum)
36857.114053008314	Spotted Bat (Euderma maculatum)
16200.264100473867	Spotted Bat (Euderma maculatum)
40269.2341056031	Spotted Bat (Euderma maculatum)
35444.23178512066	Spotted Bat (Euderma maculatum)
16698.70427152238	Spotted Bat (Euderma maculatum)
44015.1392184922	Spotted Bat (Euderma maculatum)
15172.724297542163	Spotted Bat (Euderma maculatum)
45374.29390938737	Spotted Bat (Euderma maculatum)
34444.32943028264	Spotted Bat (Euderma maculatum)
30886.01243140838	Spotted Bat (Euderma maculatum)
34861.04735824381	Spotted Bat (Euderma maculatum)
31048.874444315385	Spotted Bat (Euderma maculatum)
47581.881023019916	Spotted Bat (Euderma maculatum)
43953.558740304754	Spotted Bat (Euderma maculatum)
32312.260714700562	Spotted Bat (Euderma maculatum)
22902.498669508168	Spotted Bat (Euderma maculatum)
17860.60072556884	Spotted Bat (Euderma maculatum)
32433.244654059148	Spotted Bat (Euderma maculatum)
19192.14446048395	Spotted Bat (Euderma maculatum)
38797.64123444112	Spotted Bat (Euderma maculatum)
44501.67808811851	Spotted Bat (Euderma maculatum)
25673.38079670132	Spotted Bat (Euderma maculatum)
28349.843891435143	Spotted Bat (Euderma maculatum)
25973.75779215516	Spotted Bat (Euderma maculatum)
18437.296909324305	Spotted Bat (Euderma maculatum)
40316.23907448775	Spotted Bat (Euderma maculatum)
38829.433355930945	Spotted Bat (Euderma maculatum)
41061.81897527845	Spotted Bat (Euderma maculatum)
48721.9215877141	Spotted Bat (Euderma maculatum)
16385.399783004803	Spotted Bat (Euderma maculatum)
41932.94676816859	Spotted Bat (Euderma maculatum)
42090.03961285289	Spotted Bat (Euderma maculatum)
43061.68405796342	Spotted Bat (Euderma maculatum)
42804.662579366035	Spotted Bat (Euderma maculatum)
28869.457148966634	Spotted Bat (Euderma maculatum)
48852.68501668003	Spotted Bat (Euderma maculatum)
40796.0476082013	Spotted Bat (Euderma maculatum)
34228.851291434665	Spotted Bat (Euderma maculatum)
20167.594634696536	Spotted Bat (Euderma maculatum)
22663.20923123289	Spotted Bat (Euderma maculatum)
35724.65485735465	Spotted Bat (Euderma maculatum)
19116.373312675227	Spotted Bat (Euderma maculatum)
32713.955052692338	Spotted Bat (Euderma maculatum)
22344.7893007794	Spotted Bat (Euderma maculatum)
34701.6958621665	Spotted Bat (Euderma maculatum)
35877.88968710764	Spotted Bat (Euderma maculatum)
43859.95661828104	Spotted Bat (Euderma maculatum)
35275.07007224671	Spotted Bat (Euderma maculatum)
20950.899498476145	Spotted Bat (Euderma maculatum)
37299.783918745365	Spotted Bat (Euderma maculatum)
26460.548039658883	Spotted Bat (Euderma maculatum)
24128.631537242334	Spotted Bat (Euderma maculatum)
19748.10410641218	Spotted Bat (Euderma maculatum)
39328.026572652874	Spotted Bat (Euderma maculatum)
24770.80141290389	Spotted Bat (Euderma maculatum)
41621.15424822249	Spotted Bat (Euderma maculatum)
31895.731172796954	Spotted Bat (Euderma maculatum)
17628.52732541685	Spotted Bat (Euderma maculatum)
42143.085229769036	Spotted Bat (Euderma maculatum)
19053.844855390693	Spotted Bat (Euderma maculatum)
37190.723342570345	Spotted Bat (Euderma maculatum)
49206.07620806388	Spotted Bat (Euderma maculatum)
22922.33453250417	Spotted Bat (Euderma maculatum)
37791.20859707322	Spotted Bat (Euderma maculatum)
38671.02347334882	Spotted Bat (Euderma maculatum)
31434.67084221316	Spotted Bat (Euderma maculatum)
40059.82255407194	Spotted Bat (Euderma maculatum)
21854.606127411418	Spotted Bat (Euderma maculatum)
32751.89922494778	Spotted Bat (Euderma maculatum)
38044.71808949393	Spotted Bat (Euderma maculatum)
15298.594575025507	Spotted Bat (Euderma maculatum)
31678.53922511026	Spotted Bat (Euderma maculatum)
43344.03530956435	Spotted Bat (Euderma maculatum)
34154.803398412805	Spotted Bat (Euderma maculatum)
48533.749658926215	Spotted Bat (Euderma maculatum)
32555.957095447204	Spotted Bat (Euderma maculatum)
43383.18219074395	Spotted Bat (Euderma maculatum)
37301.61955607179	Spotted Bat (Euderma maculatum)
38075.74991586358	Spotted Bat (Euderma maculatum)
39083.13693301816	Spotted Bat (Euderma maculatum)
33980.546088912255	Spotted Bat (Euderma maculatum)
26138.762340507426	Spotted Bat (Euderma maculatum)
43865.83497385534	Spotted Bat (Euderma maculatum)
42663.13818890766	Spotted Bat (Euderma maculatum)
15054.032351544192	Spotted Bat (Euderma maculatum)
18913.125901851672	Spotted Bat (Euderma maculatum)
36914.74315928959	Spotted Bat (Euderma maculatum)
17541.42170819021	Spotted Bat (Euderma maculatum)
45721.418205402864	Spotted Bat (Euderma maculatum)
23057.63315036968	Spotted Bat (Euderma maculatum)
31127.18762048326	Spotted Bat (Euderma maculatum)
30309.62639615822	Spotted Bat (Euderma maculatum)
31005.564160528957	Spotted Bat (Euderma maculatum)
46632.47195578036	Spotted Bat (Euderma maculatum)
47704.78320640011	Spotted Bat (Euderma maculatum)
48489.87985954947	Spotted Bat (Euderma maculatum)
49219.66726044888	Spotted Bat (Euderma maculatum)
17700.133150891706	Spotted Bat (Euderma maculatum)
22211.16091807816	Spotted Bat (Euderma maculatum)
24757.986352146647	Spotted Bat (Euderma maculatum)
20207.869176216303	Spotted Bat (Euderma maculatum)
49633.30986909967	Spotted Bat (Euderma maculatum)
15648.292206260048	Spotted Bat (Euderma maculatum)
48836.26725183972	Spotted Bat (Euderma maculatum)
35397.8487606847	Spotted Bat (Euderma maculatum)
48938.416932043874	Spotted Bat (Euderma maculatum)
17864.809893775073	Spotted Bat (Euderma maculatum)
44051.66178895777	Spotted Bat (Euderma maculatum)
20550.00301468074	Spotted Bat (Euderma maculatum)
37414.353644092145	Spotted Bat (Euderma maculatum)
30783.985211111067	Spotted Bat (Euderma maculatum)
40306.397017896146	Spotted Bat (Euderma maculatum)
39397.54506526247	Spotted Bat (Euderma maculatum)
40008.702722744754	Spotted Bat (Euderma maculatum)
